0	0	0	0	0	0	0	0	0	0	0	
0	0.0256262	0.0412524	0.0507943	0.0559989	0.0576566	0.0559989	0.0507943	0.0412524	0.0256262	0	
0	0.0412524	0.0685891	0.0859258	0.0955446	0.0986286	0.0955446	0.0859258	0.0685891	0.0412524	0	
0	0.0507943	0.0859258	0.108775	0.121625	0.125769	0.121625	0.108775	0.0859258	0.0507943	0	
0	0.0559989	0.0955446	0.121625	0.136411	0.141197	0.136411	0.121625	0.0955446	0.0559989	0	
0	0.0576566	0.0986286	0.125769	0.141197	0.146197	0.141197	0.125769	0.0986286	0.0576566	0	
0	0.0559989	0.0955446	0.121625	0.136411	0.141197	0.136411	0.121625	0.0955446	0.0559989	0	
0	0.0507943	0.0859258	0.108775	0.121625	0.125769	0.121625	0.108775	0.0859258	0.0507943	0	
0	0.0412524	0.0685891	0.0859258	0.0955446	0.0986286	0.0955446	0.0859258	0.0685891	0.0412524	0	
0	0.0256262	0.0412524	0.0507943	0.0559989	0.0576566	0.0559989	0.0507943	0.0412524	0.0256262	0	
0	0	0	0	0	0	0	0	0	0	0	
